time,lineID,directionId,distanceFromPoint,pointId,convert,date
1630914886924,59,3125,42.0,5298,2021-09-06 07:54:46.924,2021-09-06
1630914886924,59,3130,48.0,3180,2021-09-06 07:54:46.924,2021-09-06
1630914886924,59,3130,134.0,2106,2021-09-06 07:54:46.924,2021-09-06
1630914886924,59,3130,5.0,3177,2021-09-06 07:54:46.924,2021-09-06
1630914886924,59,3130,227.0,1512,2021-09-06 07:54:46.924,2021-09-06
1630914886924,59,3125,201.0,6017,2021-09-06 07:54:46.924,2021-09-06
1630914886924,59,3125,364.0,2067,2021-09-06 07:54:46.924,2021-09-06
1630914886924,59,3130,77.0,3125,2021-09-06 07:54:46.924,2021-09-06
1630914886924,59,3130,44.0,3180,2021-09-06 07:54:46.924,2021-09-06
1630914886924,59,3130,46.0,3180,2021-09-06 07:54:46.924,2021-09-06
1630914886924,59,3130,52.0,3180,2021-09-06 07:54:46.924,2021-09-06
1630914886924,59,3125,103.0,5740,2021-09-06 07:54:46.924,2021-09-06
1630914917746,59,3125,42.0,5298,2021-09-06 07:55:17.746,2021-09-06
1630914917746,59,3130,135.0,3180,2021-09-06 07:55:17.746,2021-09-06
1630914917746,59,3130,134.0,2106,2021-09-06 07:55:17.746,2021-09-06
1630914917746,59,3130,69.0,3177,2021-09-06 07:55:17.746,2021-09-06
1630914917746,59,3130,227.0,1512,2021-09-06 07:55:17.746,2021-09-06
1630914917746,59,3125,220.0,6017,2021-09-06 07:55:17.746,2021-09-06
1630914917746,59,3125,590.0,2067,2021-09-06 07:55:17.746,2021-09-06
1630914917746,59,3130,77.0,3125,2021-09-06 07:55:17.746,2021-09-06
1630914917746,59,3130,214.0,3180,2021-09-06 07:55:17.746,2021-09-06
1630914917746,59,3130,46.0,3180,2021-09-06 07:55:17.746,2021-09-06
1630914917746,59,3130,52.0,3180,2021-09-06 07:55:17.746,2021-09-06
1630914917746,59,3125,103.0,5740,2021-09-06 07:55:17.746,2021-09-06
1630914948365,59,3130,135.0,3180,2021-09-06 07:55:48.365,2021-09-06
1630914948365,59,3130,134.0,2106,2021-09-06 07:55:48.365,2021-09-06
1630914948365,59,3130,69.0,3177,2021-09-06 07:55:48.365,2021-09-06
1630914948365,59,3125,256.0,6017,2021-09-06 07:55:48.365,2021-09-06
1630914948365,59,3125,593.0,2067,2021-09-06 07:55:48.365,2021-09-06
1630914948365,59,3130,0.0,3125,2021-09-06 07:55:48.365,2021-09-06
1630914948365,59,3130,0.0,3181,2021-09-06 07:55:48.365,2021-09-06
1630914948365,59,3130,46.0,3180,2021-09-06 07:55:48.365,2021-09-06
1630914948365,59,3130,52.0,3180,2021-09-06 07:55:48.365,2021-09-06
1630914948365,59,3125,103.0,5740,2021-09-06 07:55:48.365,2021-09-06
1630914978881,59,3130,71.0,3181,2021-09-06 07:56:18.881,2021-09-06
1630914978881,59,3130,134.0,2106,2021-09-06 07:56:18.881,2021-09-06
1630914978881,59,3130,69.0,3177,2021-09-06 07:56:18.881,2021-09-06
1630914978881,59,3125,44.0,3118,2021-09-06 07:56:18.881,2021-09-06
1630914978881,59,3125,593.0,2067,2021-09-06 07:56:18.881,2021-09-06
1630914978881,59,3130,0.0,3125,2021-09-06 07:56:18.881,2021-09-06
1630914978881,59,3130,205.0,3181,2021-09-06 07:56:18.881,2021-09-06
1630914978881,59,3130,46.0,3180,2021-09-06 07:56:18.881,2021-09-06
1630914978881,59,3130,52.0,3180,2021-09-06 07:56:18.881,2021-09-06
1630914978881,59,3125,38.0,3109,2021-09-06 07:56:18.881,2021-09-06
1630915011138,59,3130,71.0,3181,2021-09-06 07:56:51.138,2021-09-06
1630915011138,59,3130,69.0,3177,2021-09-06 07:56:51.138,2021-09-06
1630915011138,59,3125,75.0,3118,2021-09-06 07:56:51.138,2021-09-06
1630915011138,59,3125,754.0,2067,2021-09-06 07:56:51.138,2021-09-06
1630915011138,59,3130,0.0,3125,2021-09-06 07:56:51.138,2021-09-06
1630915011138,59,3130,82.0,6464,2021-09-06 07:56:51.138,2021-09-06
1630915011138,59,3130,0.0,1280,2021-09-06 07:56:51.138,2021-09-06
1630915011138,59,3130,9.0,3172,2021-09-06 07:56:51.138,2021-09-06
1630915011138,59,3130,34.0,3172,2021-09-06 07:56:51.138,2021-09-06
1630915011138,59,3130,0.0,3125,2021-09-06 07:56:51.138,2021-09-06
1630915011138,59,3125,38.0,3109,2021-09-06 07:56:51.138,2021-09-06
1630915041551,59,3130,56.0,3172,2021-09-06 07:57:21.551,2021-09-06
1630915041551,59,3130,69.0,3177,2021-09-06 07:57:21.551,2021-09-06
1630915041551,59,3125,75.0,3118,2021-09-06 07:57:21.551,2021-09-06
1630915041551,59,3125,888.0,2067,2021-09-06 07:57:21.551,2021-09-06
1630915041551,59,3130,0.0,3125,2021-09-06 07:57:21.551,2021-09-06
1630915041551,59,3130,82.0,6464,2021-09-06 07:57:21.551,2021-09-06
