time,lineID,directionId,distanceFromPoint,pointId,convert,date
1631060632061,54,1780,0.0,2957,2021-09-08 00:23:52.061,2021-09-08
1631060632061,54,1085,289.0,2950,2021-09-08 00:23:52.061,2021-09-08
1631060632061,54,1780,16.0,1072,2021-09-08 00:23:52.061,2021-09-08
1631060632061,54,1085,14.0,2939,2021-09-08 00:23:52.061,2021-09-08
1631060632061,54,1780,0.0,1072,2021-09-08 00:23:52.061,2021-09-08
1631060725451,54,1780,0.0,2957,2021-09-08 00:25:25.451,2021-09-08
1631060725451,54,1085,289.0,2950,2021-09-08 00:25:25.451,2021-09-08
1631060725451,54,1780,16.0,1072,2021-09-08 00:25:25.451,2021-09-08
1631060725451,54,1085,14.0,2939,2021-09-08 00:25:25.451,2021-09-08
1631060725451,54,1780,0.0,1072,2021-09-08 00:25:25.451,2021-09-08
1631060818329,54,1780,0.0,2957,2021-09-08 00:26:58.329,2021-09-08
1631060818329,54,1085,289.0,2950,2021-09-08 00:26:58.329,2021-09-08
1631060818329,54,1780,16.0,1072,2021-09-08 00:26:58.329,2021-09-08
1631060818329,54,1085,14.0,2939,2021-09-08 00:26:58.329,2021-09-08
1631060818329,54,1780,0.0,1072,2021-09-08 00:26:58.329,2021-09-08
1631061278723,54,1780,0.0,2957,2021-09-08 00:34:38.723,2021-09-08
1631061278723,54,1085,289.0,2950,2021-09-08 00:34:38.723,2021-09-08
1631061278723,54,1780,16.0,1072,2021-09-08 00:34:38.723,2021-09-08
1631061278723,54,1085,14.0,2939,2021-09-08 00:34:38.723,2021-09-08
1631061278723,54,1780,0.0,1072,2021-09-08 00:34:38.723,2021-09-08
1631061308932,54,1780,0.0,2957,2021-09-08 00:35:08.932,2021-09-08
1631061308932,54,1085,289.0,2950,2021-09-08 00:35:08.932,2021-09-08
1631061308932,54,1780,16.0,1072,2021-09-08 00:35:08.932,2021-09-08
1631061308932,54,1085,14.0,2939,2021-09-08 00:35:08.932,2021-09-08
1631061308932,54,1780,0.0,1072,2021-09-08 00:35:08.932,2021-09-08
1631061339242,54,1780,0.0,2957,2021-09-08 00:35:39.242,2021-09-08
1631061339242,54,1085,289.0,2950,2021-09-08 00:35:39.242,2021-09-08
1631061339242,54,1780,16.0,1072,2021-09-08 00:35:39.242,2021-09-08
1631061339242,54,1085,14.0,2939,2021-09-08 00:35:39.242,2021-09-08
1631061339242,54,1780,0.0,1072,2021-09-08 00:35:39.242,2021-09-08
1631061400683,54,1780,0.0,2957,2021-09-08 00:36:40.683,2021-09-08
1631061400683,54,1085,289.0,2950,2021-09-08 00:36:40.683,2021-09-08
1631061400683,54,1780,16.0,1072,2021-09-08 00:36:40.683,2021-09-08
1631061400683,54,1085,14.0,2939,2021-09-08 00:36:40.683,2021-09-08
1631061400683,54,1780,0.0,1072,2021-09-08 00:36:40.683,2021-09-08
1631062495146,54,1780,0.0,2957,2021-09-08 00:54:55.146,2021-09-08
1631062495146,54,1085,289.0,2950,2021-09-08 00:54:55.146,2021-09-08
1631062495146,54,1780,16.0,1072,2021-09-08 00:54:55.146,2021-09-08
1631062495146,54,1085,14.0,2939,2021-09-08 00:54:55.146,2021-09-08
1631062495146,54,1780,0.0,1072,2021-09-08 00:54:55.146,2021-09-08
1631062527095,54,1780,0.0,2957,2021-09-08 00:55:27.095,2021-09-08
1631062527095,54,1085,289.0,2950,2021-09-08 00:55:27.095,2021-09-08
1631062527095,54,1780,16.0,1072,2021-09-08 00:55:27.095,2021-09-08
1631062527095,54,1085,14.0,2939,2021-09-08 00:55:27.095,2021-09-08
1631062527095,54,1780,0.0,1072,2021-09-08 00:55:27.095,2021-09-08
1631062557406,54,1780,0.0,2957,2021-09-08 00:55:57.406,2021-09-08
1631062557406,54,1085,289.0,2950,2021-09-08 00:55:57.406,2021-09-08
1631062557406,54,1780,16.0,1072,2021-09-08 00:55:57.406,2021-09-08
1631062557406,54,1085,14.0,2939,2021-09-08 00:55:57.406,2021-09-08
1631062557406,54,1780,0.0,1072,2021-09-08 00:55:57.406,2021-09-08
1631062621304,54,1780,0.0,2957,2021-09-08 00:57:01.304,2021-09-08
1631062621304,54,1085,289.0,2950,2021-09-08 00:57:01.304,2021-09-08
1631062621304,54,1780,16.0,1072,2021-09-08 00:57:01.304,2021-09-08
1631062621304,54,1085,14.0,2939,2021-09-08 00:57:01.304,2021-09-08
1631062621304,54,1780,0.0,1072,2021-09-08 00:57:01.304,2021-09-08
1631062653257,54,1780,0.0,2957,2021-09-08 00:57:33.257,2021-09-08
1631062653257,54,1085,289.0,2950,2021-09-08 00:57:33.257,2021-09-08
1631062653257,54,1780,16.0,1072,2021-09-08 00:57:33.257,2021-09-08
1631062653257,54,1085,14.0,2939,2021-09-08 00:57:33.257,2021-09-08
1631062653257,54,1780,0.0,1072,2021-09-08 00:57:33.257,2021-09-08
1631062684793,54,1780,0.0,2957,2021-09-08 00:58:04.793,2021-09-08
1631062684793,54,1085,289.0,2950,2021-09-08 00:58:04.793,2021-09-08
1631062684793,54,1780,16.0,1072,2021-09-08 00:58:04.793,2021-09-08
1631062684793,54,1085,14.0,2939,2021-09-08 00:58:04.793,2021-09-08
1631062684793,54,1780,0.0,1072,2021-09-08 00:58:04.793,2021-09-08
1631063530422,54,1780,0.0,2957,2021-09-08 01:12:10.422,2021-09-08
1631063530422,54,1085,289.0,2950,2021-09-08 01:12:10.422,2021-09-08
1631063530422,54,1780,16.0,1072,2021-09-08 01:12:10.422,2021-09-08
1631063530422,54,1085,14.0,2939,2021-09-08 01:12:10.422,2021-09-08
1631063530422,54,1780,0.0,1072,2021-09-08 01:12:10.422,2021-09-08
1631063560630,54,1780,0.0,2957,2021-09-08 01:12:40.630,2021-09-08
1631063560630,54,1085,289.0,2950,2021-09-08 01:12:40.630,2021-09-08
1631063560630,54,1780,16.0,1072,2021-09-08 01:12:40.630,2021-09-08
1631063560630,54,1085,14.0,2939,2021-09-08 01:12:40.630,2021-09-08
1631063560630,54,1780,0.0,1072,2021-09-08 01:12:40.630,2021-09-08
1631063622174,54,1780,0.0,2957,2021-09-08 01:13:42.174,2021-09-08
1631063622174,54,1085,289.0,2950,2021-09-08 01:13:42.174,2021-09-08
1631063622174,54,1780,16.0,1072,2021-09-08 01:13:42.174,2021-09-08
1631063622174,54,1085,14.0,2939,2021-09-08 01:13:42.174,2021-09-08
1631063622174,54,1780,0.0,1072,2021-09-08 01:13:42.174,2021-09-08
1631063653099,54,1780,0.0,2957,2021-09-08 01:14:13.099,2021-09-08
1631063653099,54,1085,289.0,2950,2021-09-08 01:14:13.099,2021-09-08
1631063653099,54,1780,16.0,1072,2021-09-08 01:14:13.099,2021-09-08
1631063653099,54,1085,14.0,2939,2021-09-08 01:14:13.099,2021-09-08
1631063653099,54,1780,0.0,1072,2021-09-08 01:14:13.099,2021-09-08
1631063775980,54,1780,0.0,2957,2021-09-08 01:16:15.980,2021-09-08
1631063775980,54,1085,289.0,2950,2021-09-08 01:16:15.980,2021-09-08
1631063775980,54,1780,16.0,1072,2021-09-08 01:16:15.980,2021-09-08
1631063775980,54,1085,14.0,2939,2021-09-08 01:16:15.980,2021-09-08
1631063775980,54,1780,0.0,1072,2021-09-08 01:16:15.980,2021-09-08
1631063997782,54,1780,0.0,2957,2021-09-08 01:19:57.782,2021-09-08
1631063997782,54,1085,289.0,2950,2021-09-08 01:19:57.782,2021-09-08
1631063997782,54,1780,16.0,1072,2021-09-08 01:19:57.782,2021-09-08
1631063997782,54,1085,14.0,2939,2021-09-08 01:19:57.782,2021-09-08
1631063997782,54,1780,0.0,1072,2021-09-08 01:19:57.782,2021-09-08
1631064060247,54,1780,0.0,2957,2021-09-08 01:21:00.247,2021-09-08
1631064060247,54,1085,289.0,2950,2021-09-08 01:21:00.247,2021-09-08
1631064060247,54,1780,16.0,1072,2021-09-08 01:21:00.247,2021-09-08
1631064060247,54,1085,14.0,2939,2021-09-08 01:21:00.247,2021-09-08
1631064060247,54,1780,0.0,1072,2021-09-08 01:21:00.247,2021-09-08
1631064091991,54,1780,0.0,2957,2021-09-08 01:21:31.991,2021-09-08
1631064091991,54,1085,289.0,2950,2021-09-08 01:21:31.991,2021-09-08
1631064091991,54,1780,16.0,1072,2021-09-08 01:21:31.991,2021-09-08
1631064091991,54,1085,14.0,2939,2021-09-08 01:21:31.991,2021-09-08
1631064091991,54,1780,0.0,1072,2021-09-08 01:21:31.991,2021-09-08
1631064217433,54,1780,0.0,2957,2021-09-08 01:23:37.433,2021-09-08
1631064217433,54,1085,289.0,2950,2021-09-08 01:23:37.433,2021-09-08
1631064217433,54,1780,16.0,1072,2021-09-08 01:23:37.433,2021-09-08
1631064217433,54,1085,14.0,2939,2021-09-08 01:23:37.433,2021-09-08
1631064217433,54,1780,0.0,1072,2021-09-08 01:23:37.433,2021-09-08
1631064279693,54,1780,0.0,2957,2021-09-08 01:24:39.693,2021-09-08
1631064279693,54,1085,289.0,2950,2021-09-08 01:24:39.693,2021-09-08
1631064279693,54,1780,16.0,1072,2021-09-08 01:24:39.693,2021-09-08
1631064279693,54,1085,14.0,2939,2021-09-08 01:24:39.693,2021-09-08
1631064279693,54,1780,0.0,1072,2021-09-08 01:24:39.693,2021-09-08
1631064310817,54,1780,0.0,2957,2021-09-08 01:25:10.817,2021-09-08
1631064310817,54,1085,289.0,2950,2021-09-08 01:25:10.817,2021-09-08
1631064310817,54,1780,16.0,1072,2021-09-08 01:25:10.817,2021-09-08
1631064310817,54,1085,14.0,2939,2021-09-08 01:25:10.817,2021-09-08
1631064310817,54,1780,0.0,1072,2021-09-08 01:25:10.817,2021-09-08
1631064341134,54,1780,0.0,2957,2021-09-08 01:25:41.134,2021-09-08
1631064341134,54,1085,289.0,2950,2021-09-08 01:25:41.134,2021-09-08
1631064341134,54,1780,16.0,1072,2021-09-08 01:25:41.134,2021-09-08
1631064341134,54,1085,14.0,2939,2021-09-08 01:25:41.134,2021-09-08
1631064341134,54,1780,0.0,1072,2021-09-08 01:25:41.134,2021-09-08
1631064645369,54,1780,0.0,2957,2021-09-08 01:30:45.369,2021-09-08
1631064645369,54,1085,289.0,2950,2021-09-08 01:30:45.369,2021-09-08
1631064645369,54,1780,16.0,1072,2021-09-08 01:30:45.369,2021-09-08
1631064645369,54,1085,14.0,2939,2021-09-08 01:30:45.369,2021-09-08
1631064645369,54,1780,0.0,1072,2021-09-08 01:30:45.369,2021-09-08
1631064857749,54,1780,0.0,2957,2021-09-08 01:34:17.749,2021-09-08
1631064857749,54,1085,289.0,2950,2021-09-08 01:34:17.749,2021-09-08
1631064857749,54,1780,16.0,1072,2021-09-08 01:34:17.749,2021-09-08
1631064857749,54,1085,14.0,2939,2021-09-08 01:34:17.749,2021-09-08
1631064857749,54,1780,0.0,1072,2021-09-08 01:34:17.749,2021-09-08
1631064889186,54,1780,0.0,2957,2021-09-08 01:34:49.186,2021-09-08
1631064889186,54,1085,289.0,2950,2021-09-08 01:34:49.186,2021-09-08
1631064889186,54,1780,16.0,1072,2021-09-08 01:34:49.186,2021-09-08
1631064889186,54,1085,14.0,2939,2021-09-08 01:34:49.186,2021-09-08
1631064889186,54,1780,0.0,1072,2021-09-08 01:34:49.186,2021-09-08
1631064951959,54,1780,0.0,2957,2021-09-08 01:35:51.959,2021-09-08
1631064951959,54,1085,289.0,2950,2021-09-08 01:35:51.959,2021-09-08
1631064951959,54,1780,16.0,1072,2021-09-08 01:35:51.959,2021-09-08
1631064951959,54,1085,14.0,2939,2021-09-08 01:35:51.959,2021-09-08
1631064951959,54,1780,0.0,1072,2021-09-08 01:35:51.959,2021-09-08
1631065044837,54,1780,0.0,2957,2021-09-08 01:37:24.837,2021-09-08
1631065044837,54,1085,289.0,2950,2021-09-08 01:37:24.837,2021-09-08
1631065044837,54,1780,16.0,1072,2021-09-08 01:37:24.837,2021-09-08
1631065044837,54,1085,14.0,2939,2021-09-08 01:37:24.837,2021-09-08
1631065044837,54,1780,0.0,1072,2021-09-08 01:37:24.837,2021-09-08
1631065137407,54,1780,0.0,2957,2021-09-08 01:38:57.407,2021-09-08
1631065137407,54,1085,289.0,2950,2021-09-08 01:38:57.407,2021-09-08
1631065137407,54,1780,16.0,1072,2021-09-08 01:38:57.407,2021-09-08
1631065137407,54,1085,14.0,2939,2021-09-08 01:38:57.407,2021-09-08
1631065137407,54,1780,0.0,1072,2021-09-08 01:38:57.407,2021-09-08
1631065293672,54,1780,0.0,2957,2021-09-08 01:41:33.672,2021-09-08
1631065293672,54,1085,289.0,2950,2021-09-08 01:41:33.672,2021-09-08
1631065293672,54,1780,16.0,1072,2021-09-08 01:41:33.672,2021-09-08
1631065293672,54,1085,14.0,2939,2021-09-08 01:41:33.672,2021-09-08
1631065293672,54,1780,0.0,1072,2021-09-08 01:41:33.672,2021-09-08
1631065324188,54,1780,0.0,2957,2021-09-08 01:42:04.188,2021-09-08
1631065324188,54,1085,289.0,2950,2021-09-08 01:42:04.188,2021-09-08
1631065324188,54,1780,16.0,1072,2021-09-08 01:42:04.188,2021-09-08
1631065324188,54,1085,14.0,2939,2021-09-08 01:42:04.188,2021-09-08
1631065324188,54,1780,0.0,1072,2021-09-08 01:42:04.188,2021-09-08
1631065544556,54,1780,0.0,2957,2021-09-08 01:45:44.556,2021-09-08
1631065544556,54,1085,289.0,2950,2021-09-08 01:45:44.556,2021-09-08
1631065544556,54,1780,16.0,1072,2021-09-08 01:45:44.556,2021-09-08
1631065544556,54,1085,14.0,2939,2021-09-08 01:45:44.556,2021-09-08
1631065544556,54,1780,0.0,1072,2021-09-08 01:45:44.556,2021-09-08
1631065574560,54,1780,0.0,2957,2021-09-08 01:46:14.560,2021-09-08
1631065574560,54,1085,289.0,2950,2021-09-08 01:46:14.560,2021-09-08
1631065574560,54,1780,16.0,1072,2021-09-08 01:46:14.560,2021-09-08
1631065574560,54,1085,14.0,2939,2021-09-08 01:46:14.560,2021-09-08
1631065574560,54,1780,0.0,1072,2021-09-08 01:46:14.560,2021-09-08
1631065695599,54,1780,0.0,2957,2021-09-08 01:48:15.599,2021-09-08
1631065695599,54,1085,289.0,2950,2021-09-08 01:48:15.599,2021-09-08
1631065695599,54,1780,16.0,1072,2021-09-08 01:48:15.599,2021-09-08
1631065695599,54,1085,14.0,2939,2021-09-08 01:48:15.599,2021-09-08
1631065695599,54,1780,0.0,1072,2021-09-08 01:48:15.599,2021-09-08
1631065726115,54,1780,0.0,2957,2021-09-08 01:48:46.115,2021-09-08
1631065726115,54,1085,289.0,2950,2021-09-08 01:48:46.115,2021-09-08
1631065726115,54,1780,16.0,1072,2021-09-08 01:48:46.115,2021-09-08
1631065726115,54,1085,14.0,2939,2021-09-08 01:48:46.115,2021-09-08
1631065726115,54,1780,0.0,1072,2021-09-08 01:48:46.115,2021-09-08
1631065850686,54,1780,0.0,2957,2021-09-08 01:50:50.686,2021-09-08
1631065850686,54,1085,289.0,2950,2021-09-08 01:50:50.686,2021-09-08
1631065850686,54,1780,16.0,1072,2021-09-08 01:50:50.686,2021-09-08
1631065850686,54,1085,14.0,2939,2021-09-08 01:50:50.686,2021-09-08
1631065850686,54,1780,0.0,1072,2021-09-08 01:50:50.686,2021-09-08
1631066004750,54,1780,0.0,2957,2021-09-08 01:53:24.750,2021-09-08
1631066004750,54,1085,289.0,2950,2021-09-08 01:53:24.750,2021-09-08
1631066004750,54,1780,16.0,1072,2021-09-08 01:53:24.750,2021-09-08
1631066004750,54,1085,14.0,2939,2021-09-08 01:53:24.750,2021-09-08
1631066004750,54,1780,0.0,1072,2021-09-08 01:53:24.750,2021-09-08
1631066097834,54,1780,0.0,2957,2021-09-08 01:54:57.834,2021-09-08
1631066097834,54,1085,289.0,2950,2021-09-08 01:54:57.834,2021-09-08
1631066097834,54,1780,16.0,1072,2021-09-08 01:54:57.834,2021-09-08
1631066097834,54,1085,14.0,2939,2021-09-08 01:54:57.834,2021-09-08
1631066097834,54,1780,0.0,1072,2021-09-08 01:54:57.834,2021-09-08
1631066129680,54,1780,0.0,2957,2021-09-08 01:55:29.680,2021-09-08
1631066129680,54,1085,289.0,2950,2021-09-08 01:55:29.680,2021-09-08
1631066129680,54,1780,16.0,1072,2021-09-08 01:55:29.680,2021-09-08
1631066129680,54,1085,14.0,2939,2021-09-08 01:55:29.680,2021-09-08
1631066129680,54,1780,0.0,1072,2021-09-08 01:55:29.680,2021-09-08
1631066317139,54,1780,0.0,2957,2021-09-08 01:58:37.139,2021-09-08
1631066317139,54,1085,289.0,2950,2021-09-08 01:58:37.139,2021-09-08
1631066317139,54,1780,16.0,1072,2021-09-08 01:58:37.139,2021-09-08
1631066317139,54,1085,14.0,2939,2021-09-08 01:58:37.139,2021-09-08
1631066317139,54,1780,0.0,1072,2021-09-08 01:58:37.139,2021-09-08
1631066347899,54,1780,0.0,2957,2021-09-08 01:59:07.899,2021-09-08
1631066347899,54,1085,289.0,2950,2021-09-08 01:59:07.899,2021-09-08
1631066347899,54,1780,16.0,1072,2021-09-08 01:59:07.899,2021-09-08
1631066347899,54,1085,14.0,2939,2021-09-08 01:59:07.899,2021-09-08
1631066347899,54,1780,0.0,1072,2021-09-08 01:59:07.899,2021-09-08
1631066410876,54,1780,0.0,2957,2021-09-08 02:00:10.876,2021-09-08
1631066410876,54,1085,289.0,2950,2021-09-08 02:00:10.876,2021-09-08
1631066410876,54,1780,16.0,1072,2021-09-08 02:00:10.876,2021-09-08
1631066410876,54,1085,14.0,2939,2021-09-08 02:00:10.876,2021-09-08
1631066410876,54,1780,0.0,1072,2021-09-08 02:00:10.876,2021-09-08
1631066623975,54,1780,0.0,2957,2021-09-08 02:03:43.975,2021-09-08
1631066623975,54,1085,289.0,2950,2021-09-08 02:03:43.975,2021-09-08
1631066623975,54,1780,16.0,1072,2021-09-08 02:03:43.975,2021-09-08
1631066623975,54,1085,14.0,2939,2021-09-08 02:03:43.975,2021-09-08
1631066623975,54,1780,0.0,1072,2021-09-08 02:03:43.975,2021-09-08
1631066865132,54,1780,0.0,2957,2021-09-08 02:07:45.132,2021-09-08
1631066865132,54,1085,289.0,2950,2021-09-08 02:07:45.132,2021-09-08
1631066865132,54,1780,16.0,1072,2021-09-08 02:07:45.132,2021-09-08
1631066865132,54,1085,14.0,2939,2021-09-08 02:07:45.132,2021-09-08
1631066865132,54,1780,0.0,1072,2021-09-08 02:07:45.132,2021-09-08
1631066955655,54,1780,0.0,2957,2021-09-08 02:09:15.655,2021-09-08
1631066955655,54,1085,289.0,2950,2021-09-08 02:09:15.655,2021-09-08
1631066955655,54,1780,16.0,1072,2021-09-08 02:09:15.655,2021-09-08
1631066955655,54,1085,14.0,2939,2021-09-08 02:09:15.655,2021-09-08
1631066955655,54,1780,0.0,1072,2021-09-08 02:09:15.655,2021-09-08
1631066985659,54,1780,0.0,2957,2021-09-08 02:09:45.659,2021-09-08
1631066985659,54,1085,289.0,2950,2021-09-08 02:09:45.659,2021-09-08
1631066985659,54,1780,16.0,1072,2021-09-08 02:09:45.659,2021-09-08
1631066985659,54,1085,14.0,2939,2021-09-08 02:09:45.659,2021-09-08
1631066985659,54,1780,0.0,1072,2021-09-08 02:09:45.659,2021-09-08
1631067015663,54,1780,0.0,2957,2021-09-08 02:10:15.663,2021-09-08
1631067015663,54,1085,289.0,2950,2021-09-08 02:10:15.663,2021-09-08
1631067015663,54,1780,16.0,1072,2021-09-08 02:10:15.663,2021-09-08
1631067015663,54,1085,14.0,2939,2021-09-08 02:10:15.663,2021-09-08
1631067015663,54,1780,0.0,1072,2021-09-08 02:10:15.663,2021-09-08
1631067166194,54,1780,0.0,2957,2021-09-08 02:12:46.194,2021-09-08
1631067166194,54,1085,289.0,2950,2021-09-08 02:12:46.194,2021-09-08
1631067166194,54,1780,16.0,1072,2021-09-08 02:12:46.194,2021-09-08
1631067166194,54,1085,14.0,2939,2021-09-08 02:12:46.194,2021-09-08
1631067166194,54,1780,0.0,1072,2021-09-08 02:12:46.194,2021-09-08
1631067226611,54,1780,0.0,2957,2021-09-08 02:13:46.611,2021-09-08
1631067226611,54,1085,289.0,2950,2021-09-08 02:13:46.611,2021-09-08
1631067226611,54,1780,16.0,1072,2021-09-08 02:13:46.611,2021-09-08
1631067226611,54,1085,14.0,2939,2021-09-08 02:13:46.611,2021-09-08
1631067226611,54,1780,0.0,1072,2021-09-08 02:13:46.611,2021-09-08
1631067348469,54,1780,0.0,2957,2021-09-08 02:15:48.469,2021-09-08
1631067348469,54,1085,289.0,2950,2021-09-08 02:15:48.469,2021-09-08
1631067348469,54,1780,16.0,1072,2021-09-08 02:15:48.469,2021-09-08
1631067348469,54,1085,14.0,2939,2021-09-08 02:15:48.469,2021-09-08
1631067348469,54,1780,0.0,1072,2021-09-08 02:15:48.469,2021-09-08
1631067411242,54,1780,0.0,2957,2021-09-08 02:16:51.242,2021-09-08
1631067411242,54,1085,289.0,2950,2021-09-08 02:16:51.242,2021-09-08
1631067411242,54,1780,16.0,1072,2021-09-08 02:16:51.242,2021-09-08
1631067411242,54,1085,14.0,2939,2021-09-08 02:16:51.242,2021-09-08
1631067411242,54,1780,0.0,1072,2021-09-08 02:16:51.242,2021-09-08
1631067659977,54,1780,0.0,2957,2021-09-08 02:20:59.977,2021-09-08
1631067659977,54,1085,289.0,2950,2021-09-08 02:20:59.977,2021-09-08
1631067659977,54,1780,16.0,1072,2021-09-08 02:20:59.977,2021-09-08
1631067659977,54,1085,14.0,2939,2021-09-08 02:20:59.977,2021-09-08
1631067659977,54,1780,0.0,1072,2021-09-08 02:20:59.977,2021-09-08
1631067722647,54,1780,0.0,2957,2021-09-08 02:22:02.647,2021-09-08
1631067722647,54,1085,289.0,2950,2021-09-08 02:22:02.647,2021-09-08
1631067722647,54,1780,16.0,1072,2021-09-08 02:22:02.647,2021-09-08
1631067722647,54,1085,14.0,2939,2021-09-08 02:22:02.647,2021-09-08
1631067722647,54,1780,0.0,1072,2021-09-08 02:22:02.647,2021-09-08
1631067939535,54,1780,0.0,2957,2021-09-08 02:25:39.535,2021-09-08
1631067939535,54,1085,289.0,2950,2021-09-08 02:25:39.535,2021-09-08
1631067939535,54,1780,16.0,1072,2021-09-08 02:25:39.535,2021-09-08
1631067939535,54,1085,14.0,2939,2021-09-08 02:25:39.535,2021-09-08
1631067939535,54,1780,0.0,1072,2021-09-08 02:25:39.535,2021-09-08
1631068033540,54,1780,0.0,2957,2021-09-08 02:27:13.540,2021-09-08
1631068033540,54,1085,289.0,2950,2021-09-08 02:27:13.540,2021-09-08
1631068033540,54,1780,16.0,1072,2021-09-08 02:27:13.540,2021-09-08
1631068033540,54,1085,14.0,2939,2021-09-08 02:27:13.540,2021-09-08
