time,lineID,directionId,distanceFromPoint,pointId,convert,date
1631059210939,98,2382,60.0,5953,2021-09-08 00:00:10.939,2021-09-08
1631059210939,98,1951,0.0,2384,2021-09-08 00:00:10.939,2021-09-08
1631059210939,98,2382,0.0,2382,2021-09-08 00:00:10.939,2021-09-08
1631059271765,98,2382,60.0,5953,2021-09-08 00:01:11.765,2021-09-08
1631059271765,98,1951,0.0,2384,2021-09-08 00:01:11.765,2021-09-08
1631059271765,98,2382,0.0,2382,2021-09-08 00:01:11.765,2021-09-08
1631059331977,98,2382,60.0,5953,2021-09-08 00:02:11.977,2021-09-08
1631059331977,98,1951,0.0,2384,2021-09-08 00:02:11.977,2021-09-08
1631059331977,98,2382,0.0,2382,2021-09-08 00:02:11.977,2021-09-08
1631059362288,98,2382,60.0,5953,2021-09-08 00:02:42.288,2021-09-08
1631059362288,98,1951,0.0,2384,2021-09-08 00:02:42.288,2021-09-08
1631059362288,98,2382,0.0,2382,2021-09-08 00:02:42.288,2021-09-08
1631059483018,98,2382,60.0,5953,2021-09-08 00:04:43.018,2021-09-08
1631059483018,98,1951,0.0,2384,2021-09-08 00:04:43.018,2021-09-08
1631059483018,98,2382,0.0,2382,2021-09-08 00:04:43.018,2021-09-08
1631059513124,98,2382,60.0,5953,2021-09-08 00:05:13.124,2021-09-08
1631059513124,98,1951,0.0,2384,2021-09-08 00:05:13.124,2021-09-08
1631059513124,98,2382,0.0,2382,2021-09-08 00:05:13.124,2021-09-08
1631059573336,98,2382,60.0,5953,2021-09-08 00:06:13.336,2021-09-08
1631059573336,98,1951,0.0,2384,2021-09-08 00:06:13.336,2021-09-08
1631059573336,98,2382,0.0,2382,2021-09-08 00:06:13.336,2021-09-08
1631060571235,98,2382,60.0,5953,2021-09-08 00:22:51.235,2021-09-08
1631060571235,98,1951,0.0,2384,2021-09-08 00:22:51.235,2021-09-08
1631060571235,98,2382,0.0,2382,2021-09-08 00:22:51.235,2021-09-08
1631060662269,98,2382,60.0,5953,2021-09-08 00:24:22.269,2021-09-08
1631060662269,98,1951,0.0,2384,2021-09-08 00:24:22.269,2021-09-08
1631060662269,98,2382,0.0,2382,2021-09-08 00:24:22.269,2021-09-08
1631060818329,98,2382,60.0,5953,2021-09-08 00:26:58.329,2021-09-08
1631060818329,98,1951,0.0,2384,2021-09-08 00:26:58.329,2021-09-08
1631060818329,98,2382,0.0,2382,2021-09-08 00:26:58.329,2021-09-08
1631061400683,98,2382,60.0,5953,2021-09-08 00:36:40.683,2021-09-08
1631061400683,98,1951,0.0,2384,2021-09-08 00:36:40.683,2021-09-08
1631061400683,98,2382,0.0,2382,2021-09-08 00:36:40.683,2021-09-08
1631061462124,98,2382,60.0,5953,2021-09-08 00:37:42.124,2021-09-08
1631061462124,98,1951,0.0,2384,2021-09-08 00:37:42.124,2021-09-08
1631061462124,98,2382,0.0,2382,2021-09-08 00:37:42.124,2021-09-08
1631062429302,98,2382,60.0,5953,2021-09-08 00:53:49.302,2021-09-08
1631062429302,98,1951,0.0,2384,2021-09-08 00:53:49.302,2021-09-08
1631062429302,98,2382,0.0,2382,2021-09-08 00:53:49.302,2021-09-08
1631062495146,98,2382,60.0,5953,2021-09-08 00:54:55.146,2021-09-08
1631062495146,98,1951,0.0,2384,2021-09-08 00:54:55.146,2021-09-08
1631062495146,98,2382,0.0,2382,2021-09-08 00:54:55.146,2021-09-08
1631062527095,98,2382,60.0,5953,2021-09-08 00:55:27.095,2021-09-08
1631062527095,98,1951,0.0,2384,2021-09-08 00:55:27.095,2021-09-08
1631062527095,98,2382,0.0,2382,2021-09-08 00:55:27.095,2021-09-08
1631062590379,98,2382,60.0,5953,2021-09-08 00:56:30.379,2021-09-08
1631062590379,98,1951,0.0,2384,2021-09-08 00:56:30.379,2021-09-08
1631062590379,98,2382,0.0,2382,2021-09-08 00:56:30.379,2021-09-08
1631062621304,98,2382,60.0,5953,2021-09-08 00:57:01.304,2021-09-08
1631062621304,98,1951,0.0,2384,2021-09-08 00:57:01.304,2021-09-08
1631062621304,98,2382,0.0,2382,2021-09-08 00:57:01.304,2021-09-08
1631062653257,98,2382,60.0,5953,2021-09-08 00:57:33.257,2021-09-08
1631062653257,98,1951,0.0,2384,2021-09-08 00:57:33.257,2021-09-08
1631062653257,98,2382,0.0,2382,2021-09-08 00:57:33.257,2021-09-08
1631063438466,98,2382,60.0,5953,2021-09-08 01:10:38.466,2021-09-08
1631063438466,98,1951,0.0,2384,2021-09-08 01:10:38.466,2021-09-08
1631063438466,98,2382,0.0,2382,2021-09-08 01:10:38.466,2021-09-08
1631063966037,98,2382,60.0,5953,2021-09-08 01:19:26.037,2021-09-08
1631063966037,98,1951,0.0,2384,2021-09-08 01:19:26.037,2021-09-08
1631063966037,98,2382,0.0,2382,2021-09-08 01:19:26.037,2021-09-08
1631064310817,98,2382,60.0,5953,2021-09-08 01:25:10.817,2021-09-08
1631064310817,98,1951,0.0,2384,2021-09-08 01:25:10.817,2021-09-08
1631064310817,98,2382,0.0,2382,2021-09-08 01:25:10.817,2021-09-08
1631064464015,98,2382,60.0,5953,2021-09-08 01:27:44.015,2021-09-08
1631064464015,98,1951,0.0,2384,2021-09-08 01:27:44.015,2021-09-08
1631064464015,98,2382,0.0,2382,2021-09-08 01:27:44.015,2021-09-08
1631064524330,98,2382,60.0,5953,2021-09-08 01:28:44.330,2021-09-08
1631064524330,98,1951,0.0,2384,2021-09-08 01:28:44.330,2021-09-08
1631064524330,98,2382,0.0,2382,2021-09-08 01:28:44.330,2021-09-08
1631064614853,98,2382,60.0,5953,2021-09-08 01:30:14.853,2021-09-08
1631064614853,98,1951,0.0,2384,2021-09-08 01:30:14.853,2021-09-08
1631064614853,98,2382,0.0,2382,2021-09-08 01:30:14.853,2021-09-08
1631064705888,98,2382,60.0,5953,2021-09-08 01:31:45.888,2021-09-08
