time,lineID,directionId,distanceFromPoint,pointId,convert,date
1631154575343,21,1780,121.0,2695,2021-09-09 02:29:35.343,2021-09-09
1631154605271,21,1780,250.0,2695,2021-09-09 02:30:05.271,2021-09-09
1631154637117,21,1780,125.0,3468,2021-09-09 02:30:37.117,2021-09-09
1631154668452,21,1780,252.0,3468,2021-09-09 02:31:08.452,2021-09-09
1631154699684,21,1780,441.0,3468,2021-09-09 02:31:39.684,2021-09-09
1631154730871,21,1780,6.0,4500,2021-09-09 02:32:10.871,2021-09-09
1631154761432,21,1780,129.0,4500,2021-09-09 02:32:41.432,2021-09-09
1631154793279,21,1780,368.0,4500,2021-09-09 02:33:13.279,2021-09-09
1631154823590,21,1780,0.0,4505,2021-09-09 02:33:43.590,2021-09-09
1631154855129,21,1780,61.0,4505,2021-09-09 02:34:15.129,2021-09-09
1631154885645,21,1780,258.0,4505,2021-09-09 02:34:45.645,2021-09-09
1631154917082,21,1780,0.0,3904,2021-09-09 02:35:17.082,2021-09-09
1631154948109,21,1780,153.0,3904,2021-09-09 02:35:48.109,2021-09-09
1631154978830,21,1780,0.0,3905,2021-09-09 02:36:18.830,2021-09-09
1631155010677,21,1780,245.0,3905,2021-09-09 02:36:50.677,2021-09-09
1631155042830,21,1780,343.0,3905,2021-09-09 02:37:22.830,2021-09-09
1631155074165,21,1780,139.0,3911,2021-09-09 02:37:54.165,2021-09-09
1631155104681,21,1780,139.0,3911,2021-09-09 02:38:24.681,2021-09-09
1631155136323,21,1780,139.0,3911,2021-09-09 02:38:56.323,2021-09-09
1631155166925,21,1780,445.0,3911,2021-09-09 02:39:26.925,2021-09-09
1631155197968,21,1780,46.0,6454,2021-09-09 02:39:57.968,2021-09-09
1631155229610,21,1780,125.0,1563,2021-09-09 02:40:29.610,2021-09-09
1631155261354,21,1780,38.0,3216,2021-09-09 02:41:01.354,2021-09-09
1631155293099,21,1780,197.0,3216,2021-09-09 02:41:33.099,2021-09-09
1631155323205,21,1780,42.0,3707,2021-09-09 02:42:03.205,2021-09-09
1631155354437,21,1780,175.0,3707,2021-09-09 02:42:34.437,2021-09-09
1631155385669,21,1780,175.0,3707,2021-09-09 02:43:05.669,2021-09-09
1631155417106,21,1780,298.0,3707,2021-09-09 02:43:37.106,2021-09-09
1631155447315,21,1780,119.0,1463,2021-09-09 02:44:07.315,2021-09-09
1631155477728,21,1780,109.0,1464,2021-09-09 02:44:37.728,2021-09-09
1631155508141,21,1780,190.0,1464,2021-09-09 02:45:08.141,2021-09-09
1631155538145,21,1780,221.0,1464,2021-09-09 02:45:38.145,2021-09-09
1631155568660,21,1780,0.0,1270,2021-09-09 02:46:08.660,2021-09-09
1631155598561,21,1780,117.0,1270,2021-09-09 02:46:38.561,2021-09-09
1631155628667,21,1780,307.0,1270,2021-09-09 02:47:08.667,2021-09-09
1631155658568,21,1780,185.0,1476,2021-09-09 02:47:38.568,2021-09-09
1631155688982,21,1780,363.0,1476,2021-09-09 02:48:08.982,2021-09-09
1631155719087,21,1780,107.0,1497,2021-09-09 02:48:39.087,2021-09-09
1631155749910,21,1780,112.0,1160,2021-09-09 02:49:09.910,2021-09-09
1631155779914,21,1780,95.0,1162,2021-09-09 02:49:39.914,2021-09-09
1631155810122,21,1780,274.0,1162,2021-09-09 02:50:10.122,2021-09-09
